,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,distance
40928,38.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17.137660049134592
40929,22.0,4.7,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,19.88431857498196
40930,29.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,3.064485781444576
40931,25.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,7.5456323539330965
40932,24.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,17.297865752893937
40933,22.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,3.104782361698969
40934,27.0,5.0,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,1.5725337265584898
40935,36.0,4.2,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,6.037440799436396
40936,34.0,4.6,Stormy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,7.762600239846887
40937,26.0,5.0,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,2.9795998363477345
40938,30.0,4.9,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,9.192496429439984
40939,30.0,4.9,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,12.419850660021845
40940,34.0,4.3,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,9.055855161651426
40941,28.0,5.0,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19.761711761323365
40942,,,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,4.469193824824663
40943,37.0,4.5,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,19.65882871745623
40944,36.0,5.0,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,9.220499640586176
40945,39.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,10.756961091665582
40946,33.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,4.540321235992522
40947,30.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,20.176709024498408
40948,22.0,5.0,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,17.137407700353386
40949,27.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,7.567371172914976
40950,37.0,5.0,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,3.0295246349519194
40951,,,,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17458.771249398676
40952,29.0,4.9,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,9.122108408341406
40953,22.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,19.61919671068651
40954,30.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,3.1089751954915785
40955,20.0,4.7,Windy,Low,2,Meal,electric_scooter,1.0,No,Urban,3.073772153833459
40956,33.0,4.0,Cloudy,Jam,2,Meal,electric_scooter,2.0,No,Metropolitian,20.831034086682603
40957,24.0,4.7,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,10.711191521352108
40958,25.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20.206315811340712
40959,29.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,1.5523313500323028
40960,,,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1.5545440201132255
40961,32.0,4.6,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,13.610824622483138
40962,,,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,14.152800689506924
40963,37.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,1.5369113524681848
40964,25.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,9.326651351852167
40965,21.0,4.7,Cloudy,High,2,Buffet,electric_scooter,1.0,No,,1.4981112833129422
40966,28.0,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,9.31404419305753
40967,32.0,4.3,Sandstorms,High,0,Drinks,motorcycle,1.0,No,,6.058919182241457
40968,26.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,12.107173561197678
40969,20.0,4.3,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,19.879870677376758
40970,28.0,4.0,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,1.5725337265584898
40971,36.0,4.3,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,10.708220667174238
40972,37.0,4.6,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,17.076787116439924
40973,28.0,4.8,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,11.007734763545226
40974,39.0,4.7,Sunny,High,2,Meal,scooter,1.0,No,Metropolitian,6.29013467758336
40975,33.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,3.1450674354101187
40976,34.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19.61864509641591
40977,26.0,5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,1.5545771229208105
40978,29.0,4.6,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,17.097524927178135
40979,26.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,1.53679176681526
40980,36.0,4.7,Sunny,Medium,2,Drinks,scooter,0.0,No,,7.6608989794436235
40981,33.0,4.7,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,3.064485781444576
40982,34.0,4.9,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,17.07802860147151
40983,32.0,3.5,Windy,Jam,2,Buffet,motorcycle,2.0,Yes,Urban,12.58026782216666
40984,21.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,10.708220667174238
40985,38.0,4.4,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,8.929054494964838
40986,31.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,,1.5525879791024142
40987,28.0,5.0,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,19.87838985945976
40988,24.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,,No,Metropolitian,20.180908601252117
40989,20.0,4.8,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,10.445284895726788
40990,36.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,20.968251711094243
40991,36.0,4.6,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,7.862668167467362
40992,32.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,4.674174528666633
40993,38.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,1.5147937187609204
40994,25.0,2.9,Sunny,Low,2,Snack,electric_scooter,1.0,No,Urban,20.206808074129626
40995,28.0,4.9,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,4.674341510836766
40996,24.0,4.6,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,9.17624749227049
40997,26.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,,7.4485579796276955
40998,36.0,4.3,Stormy,Medium,1,Snack,scooter,1.0,No,,6.10523268710492
40999,31.0,4.9,Sandstorms,Jam,2,Snack,scooter,,No,Metropolitian,10.641490945301157
41000,24.0,4.7,Sandstorms,High,1,Snack,scooter,1.0,No,Urban,3.0585736596247557
41001,30.0,4.8,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,13.893571826529
41002,,,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,17.09797286134278
41003,26.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,,12.074063090227655
41004,38.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1.5606712320400051
41005,37.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,7.448644516083067
41006,24.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,12.100287597780959
41007,38.0,4.8,Fog,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,7.448311138269859
41008,32.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19.76089839940681
41009,20.0,4.6,Stormy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,1.5302997781176217
41010,34.0,3.3,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16.63495545419086
41011,32.0,4.5,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,13.972123977235706
41012,38.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,1.5545063763453175
41013,20.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,7.683744768707653
41014,25.0,4.5,Fog,Jam,1,Meal,scooter,1.0,No,Urban,13.76275436235237
41015,37.0,5.0,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,17.098593053920453
41016,37.0,4.7,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,8.929054494964838
41017,39.0,4.2,Sunny,Medium,0,Meal,motorcycle,2.0,No,Urban,19.91468696565216
41018,27.0,4.8,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,4.658001278870051
41019,32.0,5.0,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,7.448303503024418
41020,24.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,12.352085635287306
41021,20.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,10.807355602932986
41022,21.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,13.830084721902905
41023,31.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,9.121874253300998
41024,22.0,4.5,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,9.192290417085573
41025,,,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,9.315632086724323
41026,33.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19.042563042900397
41027,26.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,3.0611340144529406
41028,39.0,4.8,Fog,Low,1,Snack,motorcycle,,No,Metropolitian,10.906432552690374
41029,31.0,4.8,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,6.218076509050242
41030,32.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1.5581369795052924
41031,22.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,7.5734628890776365
41032,21.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,12.350452449344733
41033,29.0,4.9,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,1.5093844905279536
41034,37.0,4.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,13.681601719307125
41035,36.0,4.2,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,13.406475654384886
41036,24.0,4.7,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,4.560734055381758
41037,28.0,4.5,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20.178267239101707
41038,30.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,4.537647566323389
41039,22.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,16.635798060885406
41040,34.0,4.5,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,4.395374598832524
41041,28.0,4.7,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,17.07644834659759
41042,36.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,3.104571867322666
41043,20.0,4.6,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,11.007734763545226
41044,23.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,3.116222885403881
41045,27.0,5.0,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,13.680927409365763
41046,27.0,4.6,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,10.867426834284053
41047,33.0,4.7,Windy,High,2,Buffet,scooter,1.0,No,Urban,1.5302594867794963
41048,24.0,4.5,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,13.631282080518357
41049,25.0,4.9,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,17.07411611000032
41050,28.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,1.4652223653505636
41051,29.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,7.660957436614773
41052,34.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,1.5093844905279536
41053,26.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,12.073551890524271
41054,31.0,4.4,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,20.851578809538687
41055,29.0,4.6,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,13.409462339267733
41056,31.0,5.0,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,9.313979921879167
41057,35.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,12.256687342364243
41058,23.0,4.5,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,1.5094383129819424
41059,27.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,6.232392020741162
41060,34.0,4.8,Stormy,Low,2,Meal,scooter,1.0,No,Urban,2.9795028513237054
41061,31.0,4.8,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,13.830016226565096
41062,35.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Urban,13.768718508442738
41063,36.0,4.2,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,16.600272418838045
41064,25.0,4.2,Fog,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,7.6010665438236895
41065,33.0,3.7,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,10.906324614875805
41066,20.0,3.7,Sunny,High,0,Buffet,motorcycle,3.0,No,Metropolitian,3.0188245702754792
41067,33.0,4.6,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17.297865752893937
41068,34.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,19.68832433575452
41069,29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,10.757050667084805
41070,25.0,4.8,Windy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,20.17903332455092
41071,35.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19.76218981786228
41072,24.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,16.721467133839763
41073,32.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,4.717601091654031
41074,,,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,20.180635114116615
41075,30.0,3.7,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,10.485790436098842
41076,29.0,4.3,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,19.362740471254348
41077,34.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,17.07661742696284
41078,27.0,4.5,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,7.646104748376906
41079,21.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,4.528570753833522
41080,33.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,7.5734628890776365
41081,33.0,4.1,Fog,High,1,Drinks,motorcycle,2.0,No,Metropolitian,6.232152800617194
41082,,,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,2741.1731030826318
41083,21.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,7.562267471587871
41084,,,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,3.08801239398035
41085,29.0,4.9,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,4.469352052358484
41086,32.0,4.8,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,10.865882927568233
41087,31.0,4.6,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,7.448626618657506
41088,29.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,3.1051298899949646
41089,29.0,4.6,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,10.757204708475808
41090,26.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,12.162424445550126
41091,35.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,20.442929762531403
41092,39.0,4.8,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,7.562982485254907
41093,22.0,4.9,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,12.23868634509712
41094,,,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,6.146683594422382
41095,38.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,11.007734763545226
41096,50.0,6.0,,,3,Meal,scooter,1.0,Yes,Metropolitian,17.297865752893937
41097,32.0,4.6,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,4.657159717712414
41098,39.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,7.763607607896017
41099,26.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,13.788947117422614
41100,32.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Urban,4.674174528666633
41101,23.0,4.6,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,7.79017700387884
41102,36.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,7.862668167467362
41103,29.0,4.6,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,6.128850978488612
41104,33.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,16.83090555191252
41105,21.0,5.0,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,9.363675101670445
41106,30.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,6.209199248009474
41107,38.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,4.674266564877404
41108,36.0,4.7,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,9.314115494414798
41109,28.0,4.6,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,3.0405415107650513
41110,30.0,4.6,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,3.0527213580994057
41111,35.0,4.4,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,7.573528691740924
41112,32.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,16.635518179491516
41113,20.0,4.7,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,16.385802266844152
41114,35.0,4.6,Stormy,Low,2,Snack,electric_scooter,0.0,No,Urban,13.972194586988255
41115,39.0,4.0,Fog,Medium,2,Drinks,scooter,2.0,No,,20.180936931742092
41116,25.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,12.241181140502974
41117,37.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,1.530032020866172
41118,,,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,9.435201537103644
41119,33.0,3.9,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,13.612594236983208
41120,35.0,4.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,20.179188206691737
41121,27.0,4.9,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,6.081596950386758
41122,36.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,9.32635938541658
41123,38.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,1.5125847659544902
41124,32.0,4.6,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,1.489529379478611
41125,32.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,3.0736184691855994
41126,,,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,4233.9798918252945
41127,36.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,16.38504582594246
41128,29.0,4.7,Fog,High,2,Snack,motorcycle,0.0,No,,5.8746761353026296
41129,23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,16.721430138837476
41130,27.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Urban,6.209199248009474
41131,29.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,4.561152340821527
41132,35.0,4.9,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,7.660520124259219
41133,24.0,4.8,Windy,Jam,2,Meal,motorcycle,1.0,No,,8.93868587415509
41134,32.0,4.5,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,10.641572477092016
41135,22.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,16.722380390785805
41136,21.0,4.4,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,10.594444749361212
41137,38.0,4.5,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,4423.410334200732
41138,32.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,20.253459166414427
41139,29.0,4.6,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,4.717601091654031
41140,32.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,,19.471476176412196
41141,26.0,4.7,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,3.0596070723621493
41142,34.0,4.2,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,4.464734973428374
41143,38.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1.532022771405787
41144,34.0,4.7,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,7.761160094214897
41145,33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,4.596738270226485
41146,24.0,4.2,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,20.853334608081056
41147,24.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,19.395102472534646
41148,21.0,4.7,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,12.58026782216666
41149,33.0,4.8,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,1.5293705840606309
41150,38.0,5.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,12.1616054457833
41151,25.0,4.7,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,1.4898424912105506
41152,35.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,12.29412453019512
41153,22.0,4.8,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,6.242426324032971
41154,28.0,4.9,Fog,Medium,2,Snack,electric_scooter,1.0,No,Urban,6.105332732475962
41155,,,,,3,Snack,scooter,1.0,No,Urban,17333.338493074727
41156,39.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,12.29350881933073
41157,29.0,4.5,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,8.940047176493561
41158,34.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,1.529297691866026
41159,35.0,4.0,Fog,Low,0,Snack,motorcycle,2.0,No,Metropolitian,10.8674212648958
41160,38.0,4.3,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,12.099374423135917
41161,21.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,14.152800689506924
41162,25.0,5.0,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,1.5580838613499712
41163,26.0,5.0,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,10.906470984750944
41164,30.0,5.0,Windy,Medium,0,Drinks,motorcycle,0.0,No,Urban,12.435302723251514
41165,33.0,4.5,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,4.471739409599433
41166,28.0,4.9,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,1.5147814029387021
41167,31.0,4.4,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,1.5367158906738052
41168,32.0,4.6,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,11.007734763545226
41169,32.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,3.105355545897636
41170,24.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,4.596477246435285
41171,26.0,4.5,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,9.348114492110938
41172,22.0,4.5,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,12.25352867430943
41173,37.0,4.2,Sandstorms,High,0,Snack,motorcycle,1.0,No,Urban,6.119692285902442
41174,29.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,3.025079988073344
41175,32.0,4.2,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,4.528158738165052
41176,31.0,4.9,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,7.862668167467362
41177,38.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,9.435201537103644
41178,26.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,19.916274899799546
41179,35.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1.5581322628541128
41180,24.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,3.024980854855099
41181,39.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,9.313990607346351
41182,36.0,4.8,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,10.724651567881272
41183,24.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,12.421212735735056
41184,36.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,10.866261860516522
41185,38.0,4.7,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,19.76106632827338
41186,26.0,5.0,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,9.314044064568316
41187,38.0,4.6,Stormy,Low,1,Meal,motorcycle,,No,Metropolitian,19.760063712201458
41188,20.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,7.601874226775547
41189,26.0,4.7,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,14.023232083141643
41190,30.0,4.7,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,7.546876906955162
41191,25.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,10.704238934324659
41192,33.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,7.448970151987273
41193,24.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Urban,1.5203488901901792
41194,20.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,4.590771504712351
41195,27.0,4.9,Cloudy,Low,1,Meal,motorcycle,1.0,No,,9.075521306348927
41196,21.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,3.0408635919883618
41197,23.0,4.6,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,10.865675782683507
